shot_id,game_date,action_type,loc_x,loc_y,total_seconds_remaining,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,Home_vs_Away,lat,lon
2661,2/27/2002,Jump Shot,136,101,432,3,0,2001-02,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,Away,33.9433,-118.1338
2662,2/27/2002,Layup Shot,0,0,401,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,Away,34.0443,-118.2698
2665,2/27/2002,Jump Shot,-35,101,696,4,0,2001-02,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,Away,33.9433,-118.3048
2666,2/27/2002,Jump Shot,136,-8,632,4,0,2001-02,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,Away,34.0523,-118.1338
2667,2/27/2002,Jump Shot,188,-8,441,4,0,2001-02,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,Away,34.0523,-118.0818
2668,2/27/2002,Jump Shot,144,-15,410,4,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,Away,34.0593,-118.1258
2670,2/27/2002,Jump Shot,-204,-8,66,4,0,2001-02,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,Away,34.0523,-118.4738
2673,3/1/2002,Jump Shot,174,13,80,1,0,2001-02,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,IND,Home,34.0313,-118.0958
2674,3/1/2002,Jump Shot,123,13,22,1,0,2001-02,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,IND,Home,34.0313,-118.1468
2678,3/1/2002,Jump Shot,-77,7,165,2,0,2001-02,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,Home,34.0373,-118.3468
2683,3/1/2002,Jump Shot,-149,76,68,3,0,2001-02,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,IND,Home,33.9683,-118.4188
2685,3/1/2002,Jump Shot,-149,173,312,4,0,2001-02,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,IND,Home,33.8713,-118.4188
2686,3/1/2002,Jump Shot,-33,53,280,4,0,2001-02,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,IND,Home,33.9913,-118.3028
2687,3/1/2002,Jump Shot,174,207,6,4,0,2001-02,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,IND,Home,33.8373,-118.0958
2688,3/6/2002,Jump Shot,144,205,657,1,0,2001-02,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,Away,33.8393,-118.1258
2694,3/6/2002,Jump Shot,51,21,22,1,0,2001-02,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,Away,34.0233,-118.2188
2698,3/6/2002,Jump Shot,176,-6,568,3,0,2001-02,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,Away,34.0503,-118.0938
2699,3/6/2002,Layup Shot,0,0,264,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,Away,34.0443,-118.2698
2700,3/6/2002,Driving Layup Shot,0,0,136,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,Away,34.0443,-118.2698
2701,3/6/2002,Jump Shot,20,169,32,3,0,2001-02,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,Away,33.8753,-118.2498
2702,3/6/2002,Jump Shot,98,156,696,4,0,2001-02,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,Away,33.8883,-118.1718
2703,3/6/2002,Jump Shot,138,34,657,4,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,Away,34.0103,-118.1318
2705,3/6/2002,Jump Shot,144,144,64,4,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,Away,33.9003,-118.1258
2706,3/6/2002,Jump Shot,-244,4,13,4,0,2001-02,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,UTA,Away,34.0403,-118.5138
2707,3/10/2002,Jump Shot,-12,129,661,1,0,2001-02,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NYK,Home,33.9153,-118.2818
2712,3/10/2002,Jump Shot,-71,192,0,1,0,2001-02,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NYK,Home,33.8523,-118.3408
2714,3/10/2002,Jump Shot,129,148,178,2,0,2001-02,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NYK,Home,33.8963,-118.1408
2716,3/10/2002,Jump Shot,-105,135,625,3,0,2001-02,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NYK,Home,33.9093,-118.3748
2718,3/10/2002,Jump Shot,64,23,149,3,0,2001-02,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NYK,Home,34.0213,-118.2058
2720,3/10/2002,Jump Shot,-4,264,186,4,0,2001-02,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NYK,Home,33.7803,-118.2738
2721,3/12/2002,Jump Shot,-84,118,641,1,0,2001-02,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHA,Home,33.9263,-118.3538
2724,3/12/2002,Jump Shot,-155,30,201,1,0,2001-02,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHA,Home,34.0143,-118.4248
2725,3/12/2002,Jump Shot,-98,163,170,1,0,2001-02,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHA,Home,33.8813,-118.3678
2730,3/12/2002,Jump Shot,-128,7,193,2,0,2001-02,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,CHA,Home,34.0373,-118.3978
2734,3/12/2002,Jump Shot,144,85,497,3,0,2001-02,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,CHA,Home,33.9593,-118.1258
2735,3/12/2002,Jump Shot,-71,158,383,3,0,2001-02,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CHA,Home,33.8863,-118.3408
2737,3/12/2002,Jump Shot,94,236,74,3,0,2001-02,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,CHA,Home,33.8083,-118.1758
2739,3/14/2002,Jump Shot,136,133,635,1,0,2001-02,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,GSW,Away,33.9113,-118.1338
2740,3/14/2002,Jump Shot,142,150,465,1,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,GSW,Away,33.8943,-118.1278
2742,3/14/2002,Jump Shot,-130,-6,350,1,0,2001-02,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,GSW,Away,34.0503,-118.3998
2744,3/14/2002,Jump Shot,58,40,31,1,0,2001-02,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,GSW,Away,34.0043,-118.2118
2746,3/14/2002,Layup Shot,22,26,397,2,0,2001-02,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,GSW,Away,34.0183,-118.2478
2749,3/14/2002,Jump Shot,-109,139,47,2,0,2001-02,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,GSW,Away,33.9053,-118.3788
2753,3/15/2002,Jump Shot,7,192,626,1,0,2001-02,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,LAC,Home,33.8523,-118.2628
2754,3/15/2002,Layup Shot,0,0,556,1,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,Home,34.0443,-118.2698
2755,3/15/2002,Jump Shot,123,30,529,1,0,2001-02,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,Home,34.0143,-118.1468
2756,3/15/2002,Jump Shot,-206,13,498,1,0,2001-02,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,LAC,Home,34.0313,-118.4758
2759,3/15/2002,Jump Shot,64,85,648,2,0,2001-02,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,LAC,Home,33.9593,-118.2058
2760,3/15/2002,Layup Shot,0,0,629,2,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,Home,34.0443,-118.2698
2763,3/15/2002,Jump Shot,-42,51,166,2,0,2001-02,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,LAC,Home,33.9933,-118.3118
2768,3/15/2002,Jump Shot,123,101,304,3,0,2001-02,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,Home,33.9433,-118.1468
2770,3/15/2002,Jump Shot,94,173,133,3,0,2001-02,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,Home,33.8713,-118.1758
2772,3/15/2002,Jump Shot,-128,114,35,3,0,2001-02,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,Home,33.9303,-118.3978
2778,3/17/2002,Jump Shot,43,186,575,1,0,2001-02,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,DAL,Home,33.8583,-118.2268
2779,3/17/2002,Jump Shot,-63,108,38,1,0,2001-02,12,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,DAL,Home,33.9363,-118.3328
2782,3/17/2002,Reverse Layup Shot,0,0,414,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Home,34.0443,-118.2698
2784,3/17/2002,Jump Shot,102,106,101,3,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,Home,33.9383,-118.1678
2786,3/17/2002,Layup Shot,0,0,6,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Home,34.0443,-118.2698
2788,3/17/2002,Jump Shot,1,76,640,4,0,2001-02,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,Home,33.9683,-118.2688
2790,3/17/2002,Dunk Shot,0,0,109,4,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Home,34.0443,-118.2698
2791,3/17/2002,Jump Shot,-147,169,67,4,0,2001-02,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DAL,Home,33.8753,-118.4168
2794,3/19/2002,Layup Shot,0,0,116,1,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Away,34.0443,-118.2698
2795,3/19/2002,Jump Shot,119,89,67,1,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,Away,33.9553,-118.1508
2796,3/19/2002,Jump Shot,104,66,11,1,0,2001-02,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,Away,33.9783,-118.1658
2797,3/19/2002,Jump Shot,125,28,215,2,0,2001-02,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DAL,Away,34.0163,-118.1448
2800,3/19/2002,Jump Shot,-115,144,589,3,0,2001-02,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DAL,Away,33.9003,-118.3848
2801,3/19/2002,Jump Shot,-44,15,434,3,0,2001-02,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DAL,Away,34.0293,-118.3138
2802,3/19/2002,Jump Shot,-71,177,265,3,0,2001-02,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,DAL,Away,33.8673,-118.3408
2804,3/19/2002,Jump Shot,-109,15,147,3,0,2001-02,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DAL,Away,34.0293,-118.3788
2805,3/19/2002,Driving Layup Shot,0,0,99,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DAL,Away,34.0443,-118.2698
2807,3/19/2002,Jump Shot,-202,150,236,4,0,2001-02,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,DAL,Away,33.8943,-118.4718
2808,3/19/2002,Jump Shot,-178,112,127,4,0,2001-02,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DAL,Away,33.9323,-118.4478
2814,3/20/2002,Jump Shot,-109,76,152,1,0,2001-02,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,Away,33.9683,-118.3788
2816,3/20/2002,Turnaround Hook Shot,-124,63,632,2,0,2001-02,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,Away,33.9813,-118.3938
2819,3/20/2002,Jump Shot,24,47,536,2,0,2001-02,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,Away,33.9973,-118.2458
2820,3/20/2002,Jump Shot,70,70,649,3,0,2001-02,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAS,Away,33.9743,-118.1998
2822,3/20/2002,Jump Shot,-124,30,312,3,0,2001-02,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,Away,34.0143,-118.3938
2825,3/20/2002,Jump Shot,-46,125,154,3,0,2001-02,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,Away,33.9193,-118.3158
2826,3/22/2002,Jump Shot,-16,135,703,1,0,2001-02,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,DET,Home,33.9093,-118.2858
2832,3/22/2002,Jump Shot,83,108,121,1,0,2001-02,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,DET,Home,33.9363,-118.1868
2834,3/22/2002,Jump Shot,132,152,39,1,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DET,Home,33.8923,-118.1378
2836,3/22/2002,Jump Shot,16,156,706,2,0,2001-02,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,DET,Home,33.8883,-118.2538
2838,3/22/2002,Jump Shot,-126,-2,473,4,0,2001-02,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DET,Home,34.0463,-118.3958
2839,3/22/2002,Jump Shot,203,30,395,4,0,2001-02,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,DET,Home,34.0143,-118.0668
2840,3/22/2002,Jump Shot,-168,59,355,4,0,2001-02,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DET,Home,33.9853,-118.4378
2841,3/22/2002,Jump Shot,81,192,129,4,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DET,Home,33.8523,-118.1888
2844,3/24/2002,Jump Shot,142,150,608,1,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,Away,33.8943,-118.1278
2846,3/24/2002,Jump Shot,-48,28,452,1,0,2001-02,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,Away,34.0163,-118.3178
2850,3/24/2002,Jump Shot,16,160,28,1,0,2001-02,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAC,Away,33.8843,-118.2538
2851,3/24/2002,Driving Layup Shot,0,0,608,2,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,Away,34.0443,-118.2698
2854,3/24/2002,Jump Shot,85,112,97,3,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,Away,33.9323,-118.1848
2857,3/24/2002,Jump Shot,191,295,0,3,0,2001-02,35,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,Away,33.7493,-118.0788
2859,3/24/2002,Jump Shot,58,127,268,4,0,2001-02,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,Away,33.9173,-118.2118
2861,3/24/2002,Jump Shot,136,93,133,4,0,2001-02,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,Away,33.9513,-118.1338
2864,3/26/2002,Jump Shot,18,177,514,1,0,2001-02,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,CLE,Home,33.8673,-118.2518
2869,3/26/2002,Turnaround Jump Shot,-23,268,676,2,0,2001-02,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,CLE,Home,33.7763,-118.2928
2871,3/26/2002,Jump Shot,-145,118,426,3,0,2001-02,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,CLE,Home,33.9263,-118.4148
2874,3/27/2002,Jump Shot,-117,150,425,1,0,2001-02,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,PHX,Away,33.8943,-118.3868
2875,3/27/2002,Tip Shot,0,0,203,1,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,Away,34.0443,-118.2698
2876,3/27/2002,Jump Shot,134,30,178,1,0,2001-02,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,Away,34.0143,-118.1358
2878,3/27/2002,Jump Shot,-176,15,44,1,0,2001-02,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,PHX,Away,34.0293,-118.4458
2879,3/27/2002,Layup Shot,0,0,691,2,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,Away,34.0443,-118.2698
2881,3/27/2002,Layup Shot,0,0,242,2,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,Away,34.0443,-118.2698
2882,3/27/2002,Layup Shot,0,0,197,2,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,Away,34.0443,-118.2698
2888,3/27/2002,Jump Shot,178,184,416,3,0,2001-02,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,PHX,Away,33.8603,-118.0918
2891,3/27/2002,Jump Shot,3,93,285,3,0,2001-02,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,PHX,Away,33.9513,-118.2668
2893,3/27/2002,Jump Shot,148,4,4,3,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,PHX,Away,34.0403,-118.1218
2898,3/29/2002,Jump Shot,-145,72,309,1,0,2001-02,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,POR,Home,33.9723,-118.4148
2899,3/29/2002,Fadeaway Jump Shot,83,152,271,1,0,2001-02,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,Home,33.8923,-118.1868
2905,3/29/2002,Jump Shot,75,179,0,2,0,2001-02,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,Home,33.8653,-118.1948
2907,3/29/2002,Jump Shot,-117,-2,503,3,0,2001-02,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,POR,Home,34.0463,-118.3868
2908,3/29/2002,Jump Shot,1,82,404,3,0,2001-02,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,Home,33.9623,-118.2688
2910,3/29/2002,Jump Shot,117,150,294,3,0,2001-02,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,Home,33.8943,-118.1528
2911,3/29/2002,Layup Shot,0,0,224,3,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,Home,34.0443,-118.2698
2913,3/29/2002,Jump Shot,129,99,175,3,0,2001-02,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,Home,33.9453,-118.1408
2915,3/29/2002,Jump Shot,174,219,0,3,0,2001-02,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,Home,33.8253,-118.0958
2916,3/29/2002,Jump Shot,165,2,625,4,0,2001-02,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,POR,Home,34.0423,-118.1048
2917,3/29/2002,Turnaround Jump Shot,150,-15,553,4,0,2001-02,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,Home,34.0593,-118.1198
2920,3/31/2002,Jump Shot,85,135,542,1,0,2001-02,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,Home,33.9093,-118.1848
2921,3/31/2002,Jump Shot,37,97,511,1,0,2001-02,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,Home,33.9473,-118.2328
2929,3/31/2002,Jump Shot,22,85,677,2,0,2001-02,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,Home,33.9593,-118.2478
2930,3/31/2002,Jump Shot,51,97,662,2,0,2001-02,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,Home,33.9473,-118.2188
2933,3/31/2002,Jump Shot,-119,68,429,2,0,2001-02,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,Home,33.9763,-118.3888
2937,3/31/2002,Jump Shot,-141,125,595,3,0,2001-02,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,Home,33.9193,-118.4108
2938,3/31/2002,Jump Shot,51,21,462,3,0,2001-02,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,Home,34.0233,-118.2188
2940,3/31/2002,Jump Shot,7,152,668,4,0,2001-02,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,SAS,Home,33.8923,-118.2628
2941,3/31/2002,Layup Shot,0,0,454,4,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,Home,34.0443,-118.2698
2942,3/31/2002,Jump Shot,138,11,344,4,0,2001-02,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,Home,34.0333,-118.1318
2943,3/31/2002,Layup Shot,0,0,33,4,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,Home,34.0443,-118.2698
2946,4/2/2002,Jump Shot,54,7,449,1,0,2001-02,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,WAS,Away,34.0373,-118.2158
2949,4/2/2002,Jump Shot,-170,-2,77,1,0,2001-02,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,WAS,Away,34.0463,-118.4398
2951,4/2/2002,Jump Shot,182,-8,628,2,0,2001-02,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,WAS,Away,34.0523,-118.0878
2954,4/2/2002,Jump Shot,75,47,191,2,0,2001-02,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,WAS,Away,33.9973,-118.1948
2956,4/2/2002,Jump Shot,60,125,488,3,0,2001-02,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,WAS,Away,33.9193,-118.2098
2958,4/3/2002,Jump Shot,-35,219,502,1,0,2001-02,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NJN,Away,33.8253,-118.3048
2959,4/3/2002,Turnaround Jump Shot,-132,0,428,1,0,2001-02,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NJN,Away,34.0443,-118.4018
2961,4/3/2002,Jump Shot,-67,165,258,1,0,2001-02,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NJN,Away,33.8793,-118.3368
2965,4/3/2002,Jump Shot,167,76,277,2,0,2001-02,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NJN,Away,33.9683,-118.1028
2967,4/3/2002,Jump Shot,85,186,1,2,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,Away,33.8583,-118.1848
2971,4/3/2002,Fadeaway Jump Shot,136,7,417,3,0,2001-02,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,Away,34.0373,-118.1338
2973,4/3/2002,Jump Shot,-101,129,285,3,0,2001-02,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NJN,Away,33.9153,-118.3708
2975,4/3/2002,Fadeaway Jump Shot,127,76,171,3,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,Away,33.9683,-118.1428
2978,4/3/2002,Driving Layup Shot,0,0,640,4,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,Away,34.0443,-118.2698
2980,4/3/2002,Jump Shot,54,259,555,4,0,2001-02,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,Away,33.7853,-118.2158
2981,4/3/2002,Layup Shot,0,0,413,4,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,Away,34.0443,-118.2698
2983,4/3/2002,Jump Shot,144,-6,364,4,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,Away,34.0503,-118.1258
2985,4/3/2002,Jump Shot,62,177,177,4,0,2001-02,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,Away,33.8673,-118.2078
2986,4/3/2002,Layup Shot,0,0,1,4,0,2001-02,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,Away,34.0443,-118.2698
2987,4/5/2002,Jump Shot,11,137,690,1,0,2001-02,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,BOS,Away,33.9073,-118.2588
2988,4/5/2002,Jump Shot,169,55,536,1,0,2001-02,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,BOS,Away,33.9893,-118.1008
2989,4/5/2002,Jump Shot,24,85,287,1,0,2001-02,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,BOS,Away,33.9593,-118.2458
2990,4/5/2002,Jump Shot,142,209,265,1,0,2001-02,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,BOS,Away,33.8353,-118.1278
2992,4/5/2002,Jump Shot,-132,150,39,1,0,2001-02,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,Away,33.8943,-118.4018
2993,4/5/2002,Jump Shot,127,78,708,2,0,2001-02,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,BOS,Away,33.9663,-118.1428
2994,4/5/2002,Jump Shot,142,133,680,2,0,2001-02,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,BOS,Away,33.9113,-118.1278
2995,4/5/2002,Jump Shot,163,122,282,2,0,2001-02,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,BOS,Away,33.9223,-118.1068
2997,4/5/2002,Jump Shot,-88,150,211,2,0,2001-02,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,Away,33.8943,-118.3578
2999,4/5/2002,Jump Shot,-109,165,77,2,0,2001-02,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,BOS,Away,33.8793,-118.3788
3001,4/5/2002,Jump Shot,16,186,699,3,0,2001-02,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,BOS,Away,33.8583,-118.2538
